@relation 'adult-training-weka.filters.unsupervised.attribute.Discretize-F-B4-M-1.0-R1,9-precision6'

@attribute Age {17_28,28_37,37_48,48_90}
@attribute Workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute Education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute Maritial-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute Occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute Race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute Gender {' Male',' Female'}
@attribute Hours-per-week {1_40,40_41,41_51,51_99}
@attribute Native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute Income-bracket {' <=50K',' >50K'}

@data
48_90,' Federal-gov',' Some-college',' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',40_41,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' Amer-Indian-Eskimo',' Male',51_99,' United-States',' <=50K'
37_48,' Self-emp-inc',' Bachelors',' Never-married',' Exec-managerial',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' State-gov',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40_41,' United-States',' >50K'
28_37,' Private',' Some-college',' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40_41,' United-States',' >50K'
28_37,' Private',' Some-college',' Separated',' Tech-support',' Unmarried',' White',' Male',40_41,' United-States',' >50K'
37_48,' Private',' Some-college',' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',41_51,' United-States',' <=50K'
37_48,' Private',' Assoc-voc',' Married-civ-spouse',' Sales',' Husband',' White',' Male',41_51,' United-States',' >50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' 12th',' Never-married',' Other-service',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' Asian-Pac-Islander',' Male',40_41,' ?',' <=50K'
48_90,' Private',' Some-college',' Divorced',' Sales',' Not-in-family',' White',' Female',51_99,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Never-married',' Prof-specialty',' Unmarried',' Black',' Female',40_41,' ?',' <=50K'
48_90,' Private',' HS-grad',' Divorced',' Exec-managerial',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',40_41,' United-States',' >50K'
48_90,' Local-gov',' HS-grad',' Divorced',' Transport-moving',' Unmarried',' Black',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Assoc-voc',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',41_51,' United-States',' >50K'
48_90,' ?',' Assoc-voc',' Married-civ-spouse',' ?',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' State-gov',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',40_41,' United-States',' >50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Wife',' White',' Female',40_41,' United-States',' >50K'
48_90,' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',51_99,' United-States',' >50K'
48_90,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',41_51,' United-States',' >50K'
17_28,' Self-emp-not-inc',' Assoc-acdm',' Never-married',' Craft-repair',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' Masters',' Never-married',' Sales',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' 10th',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Local-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Exec-managerial',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' 7th-8th',' Separated',' Handlers-cleaners',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' 7th-8th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Divorced',' Exec-managerial',' Unmarried',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Self-emp-inc',' Assoc-voc',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' 5th-6th',' Married-civ-spouse',' Machine-op-inspct',' Wife',' Asian-Pac-Islander',' Female',40_41,' Vietnam',' >50K'
48_90,' Federal-gov',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',41_51,' United-States',' >50K'
48_90,' Private',' HS-grad',' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
48_90,' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' >50K'
48_90,' Self-emp-not-inc',' 10th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Local-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',51_99,' United-States',' >50K'
17_28,' Private',' HS-grad',' Divorced',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' Assoc-acdm',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',40_41,' United-States',' >50K'
28_37,' ?',' Bachelors',' Married-civ-spouse',' ?',' Wife',' White',' Female',1_40,' United-States',' >50K'
37_48,' Self-emp-not-inc',' HS-grad',' Separated',' Craft-repair',' Unmarried',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',40_41,' United-States',' >50K'
17_28,' Federal-gov',' Some-college',' Divorced',' Adm-clerical',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',41_51,' United-States',' >50K'
48_90,' Federal-gov',' HS-grad',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Federal-gov',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40_41,' United-States',' >50K'
48_90,' ?',' Some-college',' Married-civ-spouse',' ?',' Wife',' White',' Female',41_51,' United-States',' >50K'
48_90,' State-gov',' Some-college',' Divorced',' Prof-specialty',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' Black',' Male',1_40,' United-States',' <=50K'
28_37,' Local-gov',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Craft-repair',' Other-relative',' Black',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',51_99,' United-States',' >50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Male',40_41,' El-Salvador',' <=50K'
48_90,' Private',' 11th',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' 7th-8th',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',40_41,' United-States',' <=50K'
28_37,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',51_99,' Taiwan',' >50K'
48_90,' Private',' HS-grad',' Divorced',' Sales',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' >50K'
48_90,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' 7th-8th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' >50K'
17_28,' ?',' Bachelors',' Never-married',' ?',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Transport-moving',' Own-child',' White',' Male',51_99,' United-States',' <=50K'
48_90,' Private',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' 11th',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',41_51,' England',' <=50K'
48_90,' Private',' Assoc-acdm',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',51_99,' Columbia',' <=50K'
37_48,' Self-emp-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' Some-college',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',40_41,' United-States',' >50K'
48_90,' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',41_51,' United-States',' >50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',41_51,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' >50K'
17_28,' Private',' HS-grad',' Never-married',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
48_90,' Private',' 5th-6th',' Widowed',' Other-service',' Unmarried',' Black',' Male',1_40,' United-States',' <=50K'
28_37,' Local-gov',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' >50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' Masters',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' 11th',' Never-married',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
37_48,' State-gov',' Assoc-voc',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Assoc-acdm',' Separated',' Prof-specialty',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',51_99,' United-States',' <=50K'
48_90,' Local-gov',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' 1st-4th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',41_51,' Mexico',' <=50K'
28_37,' ?',' Bachelors',' Never-married',' ?',' Own-child',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Never-married',' Adm-clerical',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40_41,' Mexico',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',41_51,' United-States',' >50K'
37_48,' Private',' HS-grad',' Never-married',' Tech-support',' Not-in-family',' White',' Male',51_99,' England',' <=50K'
37_48,' ?',' HS-grad',' Divorced',' ?',' Not-in-family',' Black',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' ?',' HS-grad',' Separated',' ?',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
28_37,' ?',' HS-grad',' Divorced',' ?',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Federal-gov',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',41_51,' United-States',' >50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Other-relative',' White',' Female',1_40,' Puerto-Rico',' <=50K'
37_48,' Private',' Masters',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' Assoc-voc',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',40_41,' United-States',' >50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',51_99,' United-States',' >50K'
37_48,' Private',' Some-college',' Divorced',' Prof-specialty',' Unmarried',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' England',' <=50K'
48_90,' ?',' HS-grad',' Widowed',' ?',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',51_99,' United-States',' >50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Wife',' White',' Female',1_40,' United-States',' <=50K'
48_90,' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',40_41,' United-States',' >50K'
17_28,' Private',' 11th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' 11th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',40_41,' United-States',' <=50K'
48_90,' ?',' Assoc-acdm',' Divorced',' ?',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
37_48,' State-gov',' Bachelors',' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' 9th',' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',51_99,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',40_41,' Ireland',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' Black',' Female',1_40,' Jamaica',' <=50K'
37_48,' Private',' Some-college',' Separated',' Adm-clerical',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',41_51,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',51_99,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',51_99,' United-States',' <=50K'
48_90,' Private',' Masters',' Divorced',' Sales',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
48_90,' ?',' Assoc-acdm',' Married-civ-spouse',' ?',' Husband',' Black',' Male',1_40,' United-States',' >50K'
28_37,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',40_41,' Ecuador',' <=50K'
48_90,' Private',' Bachelors',' Divorced',' Prof-specialty',' Unmarried',' White',' Female',1_40,' Ireland',' <=50K'
48_90,' State-gov',' 10th',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' >50K'
48_90,' Private',' 9th',' Divorced',' Other-service',' Not-in-family',' Black',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' Black',' Male',51_99,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Separated',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',1_40,' China',' <=50K'
48_90,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40_41,' United-States',' >50K'
17_28,' Private',' Some-college',' Never-married',' Protective-serv',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
48_90,' ?',' HS-grad',' Widowed',' ?',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' State-gov',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Divorced',' Craft-repair',' Other-relative',' White',' Male',51_99,' United-States',' >50K'
37_48,' Private',' Bachelors',' Married-spouse-absent',' Tech-support',' Own-child',' Asian-Pac-Islander',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Separated',' Exec-managerial',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Unmarried',' White',' Female',41_51,' United-States',' <=50K'
48_90,' State-gov',' HS-grad',' Never-married',' Other-service',' Not-in-family',' Black',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' 10th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' 7th-8th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Never-married',' Sales',' Own-child',' White',' Female',40_41,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Prof-school',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',40_41,' United-States',' >50K'
28_37,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' >50K'
28_37,' Private',' Bachelors',' Never-married',' Sales',' Not-in-family',' Asian-Pac-Islander',' Male',41_51,' ?',' >50K'
48_90,' Private',' HS-grad',' Divorced',' Priv-house-serv',' Not-in-family',' White',' Female',41_51,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' United-States',' >50K'
48_90,' Local-gov',' Assoc-acdm',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',41_51,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Female',41_51,' United-States',' <=50K'
28_37,' Private',' 7th-8th',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' Mexico',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Local-gov',' HS-grad',' Never-married',' Protective-serv',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' ?',' Some-college',' Married-civ-spouse',' ?',' Husband',' White',' Male',1_40,' United-States',' <=50K'
48_90,' ?',' Doctorate',' Married-civ-spouse',' ?',' Husband',' White',' Male',1_40,' United-States',' >50K'
17_28,' Self-emp-inc',' Assoc-acdm',' Never-married',' Sales',' Not-in-family',' White',' Male',51_99,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',41_51,' United-States',' <=50K'
28_37,' Private',' Assoc-voc',' Divorced',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Adm-clerical',' Other-relative',' White',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' 10th',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',40_41,' United-States',' >50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Exec-managerial',' Not-in-family',' Black',' Male',41_51,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Divorced',' Other-service',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',51_99,' Greece',' <=50K'
28_37,' Local-gov',' HS-grad',' Never-married',' Protective-serv',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40_41,' United-States',' >50K'
37_48,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' >50K'
17_28,' Private',' Assoc-acdm',' Never-married',' Other-service',' Not-in-family',' Black',' Male',1_40,' Jamaica',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Craft-repair',' Not-in-family',' White',' Male',51_99,' United-States',' <=50K'
28_37,' Self-emp-not-inc',' Prof-school',' Separated',' Prof-specialty',' Unmarried',' White',' Male',41_51,' United-States',' >50K'
17_28,' Private',' Bachelors',' Never-married',' Exec-managerial',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' 10th',' Divorced',' Other-service',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Separated',' Transport-moving',' Own-child',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
37_48,' State-gov',' Bachelors',' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Federal-gov',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Handlers-cleaners',' Wife',' White',' Female',40_41,' Poland',' >50K'
48_90,' Local-gov',' HS-grad',' Divorced',' Other-service',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Own-child',' White',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' Assoc-voc',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Other-relative',' Black',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Widowed',' Other-service',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' Assoc-voc',' Divorced',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',51_99,' United-States',' <=50K'
28_37,' Self-emp-not-inc',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' Black',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Divorced',' Transport-moving',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',41_51,' United-States',' >50K'
28_37,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',41_51,' United-States',' <=50K'
