@relation 'adult-training-weka.filters.unsupervised.attribute.Discretize-F-B4-M-1.0-R1,9-precision6-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute Age {17_28,28_37,37_48,48_90}
@attribute Workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute Education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute Maritial-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute Occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute Race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute Gender {' Male',' Female'}
@attribute Hours-per-week {1_40,40_41,41_51,51_99}
@attribute Native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute Income-bracket {' <=50K',' >50K'}

@data
37_48,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',51_99,' United-States',' <=50K'
28_37,' Private',' 10th',' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Self-emp-not-inc',' Some-college',' Never-married',' Craft-repair',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' 11th',' Never-married',' Other-service',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Local-gov',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Self-emp-inc',' 7th-8th',' Divorced',' Craft-repair',' Unmarried',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Self-emp-inc',' Some-college',' Divorced',' Exec-managerial',' Unmarried',' White',' Female',41_51,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' 10th',' Married-civ-spouse',' Other-service',' Wife',' Black',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Widowed',' Machine-op-inspct',' Unmarried',' Black',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' 12th',' Never-married',' Sales',' Other-relative',' Black',' Male',51_99,' United-States',' <=50K'
37_48,' Local-gov',' HS-grad',' Divorced',' Adm-clerical',' Own-child',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' 10th',' Never-married',' Farming-fishing',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Other-service',' Unmarried',' Black',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
37_48,' Local-gov',' Bachelors',' Divorced',' Prof-specialty',' Unmarried',' White',' Female',51_99,' United-States',' <=50K'
17_28,' Self-emp-not-inc',' 11th',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' 11th',' Divorced',' Priv-house-serv',' Unmarried',' White',' Female',1_40,' Guatemala',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Other-service',' Unmarried',' Black',' Female',1_40,' United-States',' <=50K'
48_90,' Local-gov',' HS-grad',' Widowed',' Adm-clerical',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Assoc-acdm',' Divorced',' Craft-repair',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',41_51,' Greece',' <=50K'
17_28,' Federal-gov',' 12th',' Never-married',' Adm-clerical',' Own-child',' Black',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' 11th',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',41_51,' United-States',' <=50K'
48_90,' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Prof-specialty',' Unmarried',' Black',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-spouse-absent',' Farming-fishing',' Other-relative',' White',' Male',1_40,' Mexico',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Male',51_99,' United-States',' <=50K'
48_90,' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Amer-Indian-Eskimo',' Male',41_51,' United-States',' <=50K'
48_90,' ?',' Some-college',' Married-civ-spouse',' ?',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' State-gov',' Some-college',' Never-married',' Other-service',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Exec-managerial',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Divorced',' Handlers-cleaners',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' 11th',' Divorced',' Transport-moving',' Not-in-family',' White',' Male',51_99,' United-States',' <=50K'
28_37,' Private',' Some-college',' Separated',' Adm-clerical',' Other-relative',' White',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Own-child',' White',' Male',51_99,' Mexico',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Separated',' Prof-specialty',' Unmarried',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',51_99,' United-States',' <=50K'
48_90,' ?',' 9th',' Divorced',' ?',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Never-married',' Prof-specialty',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Assoc-voc',' Never-married',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',51_99,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' HS-grad',' Widowed',' Other-service',' Other-relative',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Some-college',' Never-married',' Craft-repair',' Own-child',' Asian-Pac-Islander',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Sales',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' Doctorate',' Married-civ-spouse',' Tech-support',' Wife',' White',' Female',1_40,' ?',' <=50K'
17_28,' Self-emp-not-inc',' Some-college',' Never-married',' Prof-specialty',' Other-relative',' Asian-Pac-Islander',' Female',1_40,' South',' <=50K'
28_37,' Private',' Preschool',' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',40_41,' Mexico',' <=50K'
48_90,' Self-emp-inc',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',51_99,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Female',51_99,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Assoc-acdm',' Never-married',' Sales',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' Assoc-voc',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Own-child',' White',' Male',1_40,' ?',' <=50K'
37_48,' Private',' HS-grad',' Widowed',' Handlers-cleaners',' Unmarried',' White',' Male',40_41,' ?',' <=50K'
37_48,' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',51_99,' ?',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' 7th-8th',' Divorced',' Tech-support',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' Other',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' Assoc-voc',' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-spouse-absent',' Sales',' Not-in-family',' Black',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' 11th',' Never-married',' Other-service',' Not-in-family',' White',' Female',40_41,' Ireland',' <=50K'
28_37,' Private',' Bachelors',' Never-married',' Craft-repair',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' 1st-4th',' Separated',' Machine-op-inspct',' Own-child',' White',' Female',40_41,' Guatemala',' <=50K'
28_37,' State-gov',' Masters',' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Machine-op-inspct',' Not-in-family',' Asian-Pac-Islander',' Female',40_41,' ?',' <=50K'
17_28,' Private',' 11th',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',51_99,' United-States',' <=50K'
48_90,' Private',' Some-college',' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Local-gov',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' Some-college',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Local-gov',' Bachelors',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' 11th',' Never-married',' Sales',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
48_90,' ?',' Some-college',' Never-married',' ?',' Unmarried',' Black',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Local-gov',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',51_99,' United-States',' <=50K'
17_28,' Private',' 10th',' Married-civ-spouse',' Handlers-cleaners',' Wife',' White',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' 5th-6th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',40_41,' Mexico',' <=50K'
48_90,' Self-emp-not-inc',' 10th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' Assoc-acdm',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Separated',' Exec-managerial',' Unmarried',' White',' Female',41_51,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Tech-support',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Separated',' Machine-op-inspct',' Own-child',' Black',' Female',40_41,' United-States',' <=50K'
48_90,' State-gov',' Bachelors',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Local-gov',' Some-college',' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
37_48,' Federal-gov',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',40_41,' ?',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Other-relative',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Federal-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Assoc-voc',' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',40_41,' United-States',' <=50K'
28_37,' Private',' Some-college',' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',1_40,' United-States',' <=50K'
37_48,' Self-emp-not-inc',' HS-grad',' Never-married',' Craft-repair',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
48_90,' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',51_99,' United-States',' <=50K'
48_90,' ?',' Bachelors',' Married-civ-spouse',' ?',' Husband',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Other-relative',' Black',' Male',40_41,' United-States',' <=50K'
48_90,' Private',' Some-college',' Divorced',' Priv-house-serv',' Other-relative',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',51_99,' United-States',' <=50K'
28_37,' Private',' 10th',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Bachelors',' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
17_28,' State-gov',' Some-college',' Never-married',' Tech-support',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' Assoc-acdm',' Divorced',' Sales',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Divorced',' Sales',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' 10th',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' 1st-4th',' Married-spouse-absent',' Other-service',' Not-in-family',' White',' Male',1_40,' ?',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' Black',' Female',40_41,' ?',' <=50K'
28_37,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',51_99,' United-States',' <=50K'
37_48,' ?',' HS-grad',' Married-civ-spouse',' ?',' Wife',' Black',' Female',1_40,' United-States',' <=50K'
28_37,' Local-gov',' HS-grad',' Separated',' Protective-serv',' Other-relative',' White',' Female',40_41,' United-States',' <=50K'
28_37,' State-gov',' Doctorate',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Other-service',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' Some-college',' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Own-child',' Black',' Male',1_40,' United-States',' <=50K'
48_90,' Self-emp-not-inc',' 10th',' Divorced',' Sales',' Not-in-family',' White',' Female',41_51,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' 11th',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Other-relative',' Other',' Female',40_41,' United-States',' <=50K'
37_48,' Federal-gov',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Self-emp-not-inc',' HS-grad',' Married-AF-spouse',' Craft-repair',' Husband',' White',' Male',51_99,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' Asian-Pac-Islander',' Male',40_41,' Philippines',' <=50K'
37_48,' Self-emp-not-inc',' Assoc-acdm',' Married-civ-spouse',' Other-service',' Wife',' White',' Female',51_99,' United-States',' <=50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' 12th',' Divorced',' Other-service',' Not-in-family',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' 11th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
17_28,' ?',' Assoc-acdm',' Never-married',' ?',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
28_37,' Private',' Assoc-voc',' Never-married',' Tech-support',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',40_41,' Puerto-Rico',' <=50K'
48_90,' Private',' HS-grad',' Divorced',' Other-service',' Unmarried',' Black',' Female',40_41,' Jamaica',' <=50K'
37_48,' Private',' 5th-6th',' Separated',' Handlers-cleaners',' Not-in-family',' White',' Male',41_51,' Mexico',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Craft-repair',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',51_99,' United-States',' <=50K'
48_90,' Private',' 9th',' Divorced',' Transport-moving',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Craft-repair',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',41_51,' United-States',' <=50K'
37_48,' Private',' 12th',' Married-civ-spouse',' Sales',' Wife',' Asian-Pac-Islander',' Female',1_40,' ?',' <=50K'
37_48,' Private',' Some-college',' Separated',' Sales',' Not-in-family',' White',' Male',51_99,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Widowed',' Other-service',' Unmarried',' Black',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Other-service',' Unmarried',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Other-relative',' Asian-Pac-Islander',' Male',40_41,' Philippines',' <=50K'
28_37,' State-gov',' Masters',' Never-married',' Prof-specialty',' Unmarried',' Black',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' Black',' Male',1_40,' United-States',' <=50K'
48_90,' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',' White',' Male',1_40,' United-States',' <=50K'
37_48,' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Transport-moving',' Not-in-family',' Black',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' 1st-4th',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40_41,' Mexico',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Adm-clerical',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Married-spouse-absent',' Prof-specialty',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
48_90,' Private',' Bachelors',' Married-spouse-absent',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',40_41,' Philippines',' <=50K'
17_28,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' Some-college',' Divorced',' Sales',' Own-child',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' Bachelors',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',40_41,' Vietnam',' <=50K'
17_28,' Private',' Some-college',' Separated',' Craft-repair',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Federal-gov',' Assoc-acdm',' Divorced',' Protective-serv',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' 10th',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Private',' Bachelors',' Never-married',' Prof-specialty',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-spouse-absent',' Priv-house-serv',' Other-relative',' Black',' Female',51_99,' Jamaica',' <=50K'
37_48,' Private',' Some-college',' Divorced',' Exec-managerial',' Unmarried',' White',' Female',51_99,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',40_41,' United-States',' <=50K'
28_37,' Private',' Some-college',' Divorced',' Craft-repair',' Own-child',' Black',' Male',40_41,' United-States',' <=50K'
28_37,' Local-gov',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',51_99,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Own-child',' White',' Female',40_41,' United-States',' <=50K'
48_90,' Private',' HS-grad',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
17_28,' Local-gov',' HS-grad',' Never-married',' Handlers-cleaners',' Other-relative',' White',' Male',41_51,' United-States',' <=50K'
17_28,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
37_48,' Private',' HS-grad',' Widowed',' Other-service',' Unmarried',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',41_51,' United-States',' <=50K'
48_90,' Private',' Some-college',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',1_40,' United-States',' <=50K'
28_37,' Private',' Some-college',' Never-married',' Other-service',' Not-in-family',' White',' Male',40_41,' United-States',' <=50K'
28_37,' State-gov',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',40_41,' United-States',' <=50K'
17_28,' Private',' Some-college',' Never-married',' Handlers-cleaners',' Own-child',' Asian-Pac-Islander',' Male',1_40,' United-States',' <=50K'
17_28,' Private',' 10th',' Never-married',' Other-service',' Own-child',' White',' Female',1_40,' United-States',' <=50K'
17_28,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',40_41,' United-States',' <=50K'
37_48,' Private',' 1st-4th',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',40_41,' Mexico',' <=50K'
48_90,' Private',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',40_41,' South',' <=50K'
28_37,' ?',' Bachelors',' Married-spouse-absent',' ?',' Not-in-family',' White',' Male',41_51,' United-States',' <=50K'
28_37,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' Other',' Male',51_99,' United-States',' <=50K'
